1	1.0	1.0	0.5	['G2']	[]	[0]	[7]
6	1.0	1.0	0.5	['G2']	[]	[0]	[7]
6	133/100	0.25	0.5	['G2', 'A3', 'C4', 'F#4']	['M9', 'P11', 'M14', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[6, 7, 9, 0]
6	167/100	0.25	0.5	['G2', 'C4', 'F#4', 'E-5']	['P11', 'M14', 'm20', 'A4', 'm10', 'd7']	[0, 1, 4, 7]	[0, 3, 6, 7]
6	2.0	0.5	1.0	['G2', 'A3', 'C4', 'F#4', 'E-5']	['M9', 'P11', 'M14', 'm20', 'm3', 'M6', 'd12', 'A4', 'm10', 'd7']	[0, 1, 3, 6, 9]	[6, 7, 9, 0, 3]
6	267/100	0.25	0.5	['G2', 'B-3', 'D4', 'G4', 'D5']	['m10', 'P12', 'P15', 'P19', 'M3', 'M6', 'M10', 'P4', 'P8', 'P5']	[0, 3, 7]	[7, 10, 2]
7	1.0	1.0	0.5	['G2']	[]	[0]	[7]
7	133/100	0.25	0.5	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm10', 'm3', 'M6', 'A4']	[0, 3, 6, 9]	[2, 5, 8, 11]
7	167/100	0.25	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
7	2.0	0.5	0.5	['C3', 'E-4', 'G4', 'E-5', 'G5']	['m10', 'P12', 'm17', 'P19', 'M3', 'P8', 'M10', 'm6']	[0, 3, 7]	[0, 3, 7]
7	233/100	0.25	0.5	['C3', 'D4', 'G4', 'D5', 'F5']	['M9', 'P12', 'M16', 'P18', 'P4', 'P8', 'm10', 'P5', 'm7', 'm3']	[0, 2, 5, 7]	[0, 2, 5, 7]
7	267/100	0.25	0.5	['C3', 'C4', 'G4', 'C5', 'E-5']	['P8', 'P12', 'P15', 'm17', 'P5', 'm10', 'P4', 'm6', 'm3']	[0, 3, 7]	[0, 3, 7]
8	1.0	1.0	0.5	['D3', 'B-3', 'D4', 'B-4', 'D5']	['m6', 'P8', 'm13', 'P15', 'M3', 'M10']	[0, 4]	[10, 2]
8	133/100	0.25	0.5	['D3', 'C4', 'E-4', 'A4', 'C5']	['m7', 'm9', 'P12', 'm14', 'm3', 'M6', 'P8', 'A4']	[0, 1, 3, 6]	[9, 0, 2, 3]
8	167/100	0.25	0.5	['D3', 'C#4', 'E4', 'G4', 'B-4']	['M7', 'M9', 'P11', 'm13', 'm3', 'd5', 'd7']	[0, 1, 3, 6, 9]	[1, 2, 4, 7, 10]
8	2.0	0.5	1.0	['D3', 'D4', 'F#4', 'A4', 'D5']	['P8', 'M10', 'P12', 'P15', 'M3', 'P5', 'm3', 'm6', 'P4']	[0, 3, 7]	[2, 6, 9]
8	267/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'D5']	['P5', 'P8', 'M10', 'P15', 'P4', 'M6', 'P11', 'M3', 'm6']	[0, 3, 7]	[2, 6, 9]
9	1.0	1.0	0.75	['D2', 'D3', 'B-3', 'D4', 'G4', 'D5']	['P8', 'm13', 'P15', 'P18', 'P22', 'm6', 'P11', 'M3', 'M6', 'M10', 'P4', 'P5']	[0, 3, 7]	[7, 10, 2]
9	1.5	0.125	0.25	['D2', 'D3', 'A3', 'D4', 'F4', 'D5']	['P8', 'P12', 'P15', 'm17', 'P22', 'P5', 'm10', 'P4', 'm6', 'P11', 'm3', 'M6']	[0, 3, 7]	[2, 5, 9]
9	167/100	0.25	0.5	['D2', 'D3', 'G3', 'D4', 'E-4', 'D5']	['P8', 'P11', 'P15', 'm16', 'P22', 'P4', 'm9', 'P5', 'm6', 'P12', 'm2', 'M7']	[0, 1, 5]	[2, 3, 7]
9	2.0	0.5	1.5	['D2', 'D3', 'F#3', 'D4', 'D5']	['P8', 'M10', 'P15', 'P22', 'M3', 'm6', 'm13']	[0, 4]	[2, 6]
10	1.0	1.0	1.0	['D2', 'D3', 'F#3', 'D4', 'D5']	['P8', 'M10', 'P15', 'P22', 'M3', 'm6', 'm13']	[0, 4]	[2, 6]
10	167/100	0.25	1.5				
10	267/100	0.25	0.5	['D4']	[]	[0]	[2]
11	1.0	1.0	0.75	['C2', 'C3', 'B-3', 'D4', 'E-4']	['P8', 'm14', 'M16', 'm17', 'm7', 'M9', 'm10', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
11	1.5	0.125	0.25	['C2', 'C3', 'B-3', 'D4', 'E-4']	['P8', 'm14', 'M16', 'm17', 'm7', 'M9', 'm10', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
11	167/100	0.25	0.5	['C2', 'C3', 'B-3', 'D4', 'E-4']	['P8', 'm14', 'M16', 'm17', 'm7', 'M9', 'm10', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
11	2.0	0.5	1.0	['C2', 'C3', 'A3', 'C4', 'E-4']	['P8', 'M13', 'P15', 'm17', 'M6', 'm10', 'm3', 'd5']	[0, 3, 6]	[9, 0, 3]
11	267/100	0.25	0.5	['C2', 'C3', 'G3', 'C4', 'E-4']	['P8', 'P12', 'P15', 'm17', 'P5', 'm10', 'P4', 'm6', 'm3']	[0, 3, 7]	[0, 3, 7]
12	1.0	1.0	1.5	['C2', 'C3', 'F#3', 'A3', 'D4']	['P8', 'A11', 'M13', 'M16', 'A4', 'M6', 'M9', 'm3', 'm6', 'P4']	[0, 2, 5, 8]	[6, 9, 0, 2]
12	2.0	0.5	1.0	['B-1', 'B-2', 'G3', 'B-3', 'D4']	['P8', 'M13', 'P15', 'M17', 'M6', 'M10', 'm3', 'P5', 'M3']	[0, 3, 7]	[7, 10, 2]
12	267/100	0.25	0.5	['G3', 'G4']	['P8']	[0]	[7]
13	1.0	1.0	1.0	['A2', 'G3', 'G4']	['m7', 'm14', 'P8']	[0, 2]	[7, 9]
13	167/100	0.25	0.5	['A2', 'G3', 'C4', 'G4', 'E-5']	['m7', 'm10', 'm14', 'd19', 'P4', 'P8', 'm13', 'P5', 'm6']	[0, 2, 5, 8]	[7, 9, 0, 3]
13	2.0	0.5	1.0	['B-2', 'G3', 'D4', 'G4', 'D5']	['M6', 'M10', 'M13', 'M17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[7, 10, 2]
13	267/100	0.25	0.5	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M10', 'M13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[0, 3, 7]
14	1.0	1.0	1.5	['D3', 'A3', 'D4', 'G4', 'D5']	['P5', 'P8', 'P11', 'P15', 'P4', 'm7']	[0, 2, 7]	[7, 9, 2]
14	2.0	0.5	0.5	['D3', 'A3', 'D4', 'F#4', 'D5']	['P5', 'P8', 'M10', 'P15', 'P4', 'M6', 'P11', 'M3', 'm6']	[0, 3, 7]	[2, 6, 9]
14	233/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'A4']	['P5', 'P8', 'M10', 'P12', 'P4', 'M6', 'M3', 'm3']	[0, 3, 7]	[2, 6, 9]
14	267/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'B-4']	['P5', 'P8', 'M10', 'm13', 'P4', 'M6', 'm9', 'M3', 'm6', 'd4']	[0, 1, 4, 8]	[2, 6, 9, 10]
15	1.0	1.0	0.5	['G2', 'G4']	['P15']	[0]	[7]
15	133/100	0.25	0.5	['G2', 'D3', 'B-3', 'D4', 'G4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[7, 10, 2]
15	167/100	0.25	0.5	['G2', 'D4', 'G4', 'B-4']	['P12', 'P15', 'm17', 'P4', 'm6', 'm3']	[0, 3, 7]	[7, 10, 2]
15	2.0	0.5	1.0	['G2', 'C4', 'D4', 'F#4', 'B-4']	['P11', 'P12', 'M14', 'm17', 'M2', 'A4', 'm7', 'M3', 'm6', 'd4']	[0, 1, 4, 6, 8]	[6, 7, 10, 0, 2]
15	267/100	0.25	0.5	['G2', 'C4', 'D4', 'F#4', 'A4']	['P11', 'P12', 'M14', 'M16', 'M2', 'A4', 'M6', 'M3', 'P5', 'm3']	[0, 1, 3, 6, 8]	[6, 7, 9, 0, 2]
16	1.0	1.0	0.5	['G2']	[]	[0]	[7]
16	133/100	0.25	0.5	['G2', 'A3', 'C4', 'F#4']	['M9', 'P11', 'M14', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[6, 7, 9, 0]
16	167/100	0.25	0.5	['G2', 'C4', 'F#4', 'E-5']	['P11', 'M14', 'm20', 'A4', 'm10', 'd7']	[0, 1, 4, 7]	[0, 3, 6, 7]
16	2.0	0.5	1.0	['G2', 'A3', 'C4', 'F#4', 'E-5']	['M9', 'P11', 'M14', 'm20', 'm3', 'M6', 'd12', 'A4', 'm10', 'd7']	[0, 1, 3, 6, 9]	[6, 7, 9, 0, 3]
16	267/100	0.25	0.5	['G2', 'B-3', 'D4', 'G4', 'D5']	['m10', 'P12', 'P15', 'P19', 'M3', 'M6', 'M10', 'P4', 'P8', 'P5']	[0, 3, 7]	[7, 10, 2]
17	1.0	1.0	0.5	['G2']	[]	[0]	[7]
17	133/100	0.25	0.5	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm10', 'm3', 'M6', 'A4']	[0, 3, 6, 9]	[2, 5, 8, 11]
17	167/100	0.25	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
17	2.0	0.5	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
17	233/100	0.25	0.5	['E-4', 'B4', 'D5', 'G5']	['A5', 'M7', 'M10', 'm3', 'm6', 'P4']	[0, 1, 4, 8]	[7, 11, 2, 3]
17	267/100	0.25	0.5	['D4', 'B4', 'D5', 'F5']	['M6', 'P8', 'm10', 'm3', 'd5']	[0, 3, 6]	[11, 2, 5]
18	1.0	1.0	0.5	['C3', 'C4', 'G4', 'E-5']	['P8', 'P12', 'm17', 'P5', 'm10', 'm6']	[0, 3, 7]	[0, 3, 7]
18	133/100	0.25	0.5	['C3', 'D4', 'G4', 'D5']	['M9', 'P12', 'M16', 'P4', 'P8', 'P5']	[0, 2, 7]	[0, 2, 7]
18	167/100	0.25	0.5	['A2', 'E-4', 'G4', 'C5']	['d12', 'm14', 'm17', 'M3', 'M6', 'P4']	[0, 2, 5, 8]	[7, 9, 0, 3]
18	2.0	0.5	1.0	['D3', 'C4', 'F#4', 'B-4']	['m7', 'M10', 'm13', 'A4', 'd4']	[0, 2, 4, 8]	[10, 0, 2, 6]
18	267/100	0.25	0.5	['D3', 'C4', 'D4', 'F#4', 'A4']	['m7', 'P8', 'M10', 'P12', 'M2', 'A4', 'M6', 'M3', 'P5', 'm3']	[0, 2, 5, 8]	[6, 9, 0, 2]
19	1.0	1.0	0.5	['G2', 'G4']	['P15']	[0]	[7]
19	133/100	0.25	0.25	['G2', 'D3', 'B-3', 'D4', 'G4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[7, 10, 2]
19	1.5	0.125	0.25	['G2', 'D3', 'B-3', 'D4', 'G4']	['P5', 'm10', 'P12', 'P15', 'm6', 'P8', 'P11', 'M3', 'M6', 'P4']	[0, 3, 7]	[7, 10, 2]
19	167/100	0.25	0.5	['G2', 'D4', 'B-4']	['P12', 'm17', 'm6']	[0, 3, 7]	[7, 10, 2]
19	2.0	0.5	1.0	['G2', 'C4', 'E-4', 'F#4', 'B-4']	['P11', 'm13', 'M14', 'm17', 'm3', 'A4', 'm7', 'A2', 'P5', 'd4']	[0, 1, 4, 6, 9]	[6, 7, 10, 0, 3]
19	267/100	0.25	0.5	['G2', 'C4', 'E-4', 'F#4', 'A4']	['P11', 'm13', 'M14', 'M16', 'm3', 'A4', 'M6', 'A2']	[0, 1, 3, 6, 9]	[6, 7, 9, 0, 3]
20	1.0	1.0	0.5	['G2']	[]	[0]	[7]
20	133/100	0.25	0.5	['G2', 'A3', 'C4', 'F#4']	['M9', 'P11', 'M14', 'm3', 'M6', 'A4']	[0, 1, 3, 6]	[6, 7, 9, 0]
20	167/100	0.25	0.5	['G2', 'C4', 'F#4', 'E-5']	['P11', 'M14', 'm20', 'A4', 'm10', 'd7']	[0, 1, 4, 7]	[0, 3, 6, 7]
20	2.0	0.5	1.0	['G2', 'A3', 'C4', 'F#4', 'E-5']	['M9', 'P11', 'M14', 'm20', 'm3', 'M6', 'd12', 'A4', 'm10', 'd7']	[0, 1, 3, 6, 9]	[6, 7, 9, 0, 3]
20	267/100	0.25	0.5	['G2', 'B-3', 'D4', 'G4', 'D5']	['m10', 'P12', 'P15', 'P19', 'M3', 'M6', 'M10', 'P4', 'P8', 'P5']	[0, 3, 7]	[7, 10, 2]
21	1.0	1.0	0.5	['G2']	[]	[0]	[7]
21	133/100	0.25	0.5	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm10', 'm3', 'M6', 'A4']	[0, 3, 6, 9]	[2, 5, 8, 11]
21	167/100	0.25	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
21	2.0	0.5	0.5	['C3', 'E-4', 'G4', 'E-5', 'G5']	['m10', 'P12', 'm17', 'P19', 'M3', 'P8', 'M10', 'm6']	[0, 3, 7]	[0, 3, 7]
21	233/100	0.25	0.5	['C3', 'D4', 'G4', 'D5', 'F5']	['M9', 'P12', 'M16', 'P18', 'P4', 'P8', 'm10', 'P5', 'm7', 'm3']	[0, 2, 5, 7]	[0, 2, 5, 7]
21	267/100	0.25	0.5	['C3', 'C4', 'G4', 'C5', 'E-5']	['P8', 'P12', 'P15', 'm17', 'P5', 'm10', 'P4', 'm6', 'm3']	[0, 3, 7]	[0, 3, 7]
22	1.0	1.0	0.5	['D3', 'B-3', 'D4', 'B-4', 'D5']	['m6', 'P8', 'm13', 'P15', 'M3', 'M10']	[0, 4]	[10, 2]
22	133/100	0.25	0.5	['D3', 'C4', 'E-4', 'A4', 'C5']	['m7', 'm9', 'P12', 'm14', 'm3', 'M6', 'P8', 'A4']	[0, 1, 3, 6]	[9, 0, 2, 3]
22	167/100	0.25	0.5	['D3', 'C#4', 'E4', 'G4', 'B-4']	['M7', 'M9', 'P11', 'm13', 'm3', 'd5', 'd7']	[0, 1, 3, 6, 9]	[1, 2, 4, 7, 10]
22	2.0	0.5	1.0	['D3', 'D4', 'F#4', 'A4', 'D5']	['P8', 'M10', 'P12', 'P15', 'M3', 'P5', 'm3', 'm6', 'P4']	[0, 3, 7]	[2, 6, 9]
22	267/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'D5']	['P5', 'P8', 'M10', 'P15', 'P4', 'M6', 'P11', 'M3', 'm6']	[0, 3, 7]	[2, 6, 9]
23	1.0	1.0	0.75	['D2', 'D3', 'B-3', 'D4', 'G4', 'D5']	['P8', 'm13', 'P15', 'P18', 'P22', 'm6', 'P11', 'M3', 'M6', 'M10', 'P4', 'P5']	[0, 3, 7]	[7, 10, 2]
23	1.5	0.125	0.25	['D2', 'D3', 'A3', 'D4', 'F4', 'D5']	['P8', 'P12', 'P15', 'm17', 'P22', 'P5', 'm10', 'P4', 'm6', 'P11', 'm3', 'M6']	[0, 3, 7]	[2, 5, 9]
23	167/100	0.25	0.5	['D2', 'D3', 'G3', 'D4', 'E-4', 'D5']	['P8', 'P11', 'P15', 'm16', 'P22', 'P4', 'm9', 'P5', 'm6', 'P12', 'm2', 'M7']	[0, 1, 5]	[2, 3, 7]
23	2.0	0.5	1.5	['D2', 'D3', 'F#3', 'D4', 'D5']	['P8', 'M10', 'P15', 'P22', 'M3', 'm6', 'm13']	[0, 4]	[2, 6]
24	1.0	1.0	1.0	['D2', 'D3', 'F#3', 'D4', 'D5']	['P8', 'M10', 'P15', 'P22', 'M3', 'm6', 'm13']	[0, 4]	[2, 6]
24	167/100	0.25	1.5				
24	267/100	0.25	0.5	['D4']	[]	[0]	[2]
25	1.0	1.0	1.0	['C2', 'C3', 'B-3', 'D4', 'E-4']	['P8', 'm14', 'M16', 'm17', 'm7', 'M9', 'm10', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
25	167/100	0.25	0.5	['C2', 'C3', 'B-3', 'D4', 'E-4']	['P8', 'm14', 'M16', 'm17', 'm7', 'M9', 'm10', 'M3', 'P4', 'm2']	[0, 1, 3, 5]	[10, 0, 2, 3]
25	2.0	0.5	1.0	['C2', 'C3', 'A3', 'C4', 'E-4']	['P8', 'M13', 'P15', 'm17', 'M6', 'm10', 'm3', 'd5']	[0, 3, 6]	[9, 0, 3]
25	267/100	0.25	0.5	['C2', 'C3', 'G3', 'C4', 'E-4']	['P8', 'P12', 'P15', 'm17', 'P5', 'm10', 'P4', 'm6', 'm3']	[0, 3, 7]	[0, 3, 7]
26	1.0	1.0	1.5	['C2', 'D2', 'C3', 'D3', 'F#3', 'A3', 'D4']	['M2', 'P8', 'M9', 'A11', 'M13', 'M16', 'm7', 'M10', 'P12', 'P15', 'A4', 'M6', 'M3', 'P5', 'm3', 'm6', 'P4']	[0, 2, 5, 8]	[6, 9, 0, 2]
26	2.0	0.5	1.0	['B-1', 'D2', 'B-2', 'D3', 'G3', 'B-3', 'D4']	['M3', 'P8', 'M10', 'M13', 'P15', 'M17', 'm6', 'P11', 'm13', 'M6', 'P4', 'm3', 'P5']	[0, 3, 7]	[7, 10, 2]
26	267/100	0.25	0.5	['G4']	[]	[0]	[7]
27	1.0	1.0	1.0	['A2', 'G3', 'G4']	['m7', 'm14', 'P8']	[0, 2]	[7, 9]
27	167/100	0.25	0.5	['A2', 'G3', 'C4', 'G4', 'E-5']	['m7', 'm10', 'm14', 'd19', 'P4', 'P8', 'm13', 'P5', 'm6']	[0, 2, 5, 8]	[7, 9, 0, 3]
27	2.0	0.5	1.0	['B-2', 'G3', 'D4', 'G4', 'D5']	['M6', 'M10', 'M13', 'M17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[7, 10, 2]
27	267/100	0.25	0.5	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M10', 'M13', 'P4', 'P8', 'P11', 'P5']	[0, 3, 7]	[0, 3, 7]
28	1.0	1.0	1.5	['D3', 'A3', 'D4', 'G4', 'D5']	['P5', 'P8', 'P11', 'P15', 'P4', 'm7']	[0, 2, 7]	[7, 9, 2]
28	2.0	0.5	0.5	['D3', 'A3', 'D4', 'F#4', 'D5']	['P5', 'P8', 'M10', 'P15', 'P4', 'M6', 'P11', 'M3', 'm6']	[0, 3, 7]	[2, 6, 9]
28	233/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'C5']	['P5', 'P8', 'M10', 'm14', 'P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[6, 9, 0, 2]
28	267/100	0.25	0.5	['D3', 'A3', 'D4', 'F#4', 'B-4']	['P5', 'P8', 'M10', 'm13', 'P4', 'M6', 'm9', 'M3', 'm6', 'd4']	[0, 1, 4, 8]	[2, 6, 9, 10]
29	1.0	1.0	0.5	['G1', 'G2', 'G4']	['P8', 'P22', 'P15']	[0]	[7]
29	133/100	0.25	0.5	['B3', 'D4', 'G4']	['m3', 'm6', 'P4']	[0, 3, 7]	[7, 11, 2]
29	167/100	0.25	0.5	['C4', 'E-4', 'G4', 'A-4']	['m3', 'P5', 'm6', 'M3', 'P4', 'm2']	[0, 1, 5, 8]	[7, 8, 0, 3]
29	2.0	0.5	1.0	['E-4', 'G4', 'C5']	['M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
29	267/100	0.25	0.5	['D4', 'F4', 'G4', 'B4']	['m3', 'P4', 'M6', 'M2', 'A4', 'M3']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	1.0	1.0	0.5	['G2', 'G4']	['P15']	[0]	[7]
30	133/100	0.25	0.5	['D4', 'F4', 'G4', 'A-4', 'B4']	['m3', 'P4', 'd5', 'M6', 'M2', 'A4', 'm2', 'M3', 'A2']	[0, 1, 3, 6, 9]	[11, 2, 5, 7, 8]
30	167/100	0.25	0.5	['C4', 'F4', 'A-4', 'C5']	['P4', 'm6', 'P8', 'm3', 'P5', 'M3']	[0, 3, 7]	[5, 8, 0]
30	2.0	0.5	1.0	['C4', 'F4', 'A-4', 'E-5']	['P4', 'm6', 'm10', 'm3', 'm7', 'P5']	[0, 3, 5, 8]	[0, 3, 5, 8]
30	267/100	0.25	0.5	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm10', 'm3', 'M6', 'A4']	[0, 3, 6, 9]	[2, 5, 8, 11]
31	1.0	1.0	0.5	['G2']	[]	[0]	[7]
31	133/100	0.25	0.5	['D4', 'A-4', 'B4', 'F5']	['d5', 'M6', 'm10', 'A2']	[0, 3, 6, 9]	[2, 5, 8, 11]
31	167/100	0.25	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
31	2.0	0.5	0.5	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm10', 'm3', 'd7', 'd5']	[0, 3, 6, 9]	[2, 5, 8, 11]
31	233/100	0.25	0.5	['E-4', 'B4', 'D5', 'G5']	['A5', 'M7', 'M10', 'm3', 'm6', 'P4']	[0, 1, 4, 8]	[7, 11, 2, 3]
31	267/100	0.25	0.5	['D4', 'B4', 'D5', 'F5']	['M6', 'P8', 'm10', 'm3', 'd5']	[0, 3, 6]	[11, 2, 5]
32	1.0	1.0	0.5	['C3', 'C4', 'G4', 'E-5']	['P8', 'P12', 'm17', 'P5', 'm10', 'm6']	[0, 3, 7]	[0, 3, 7]
32	133/100	0.25	0.5	['C3', 'D4', 'G4', 'D5']	['M9', 'P12', 'M16', 'P4', 'P8', 'P5']	[0, 2, 7]	[0, 2, 7]
32	167/100	0.25	0.5	['C3', 'E-4', 'G4', 'C5']	['m10', 'P12', 'P15', 'M3', 'M6', 'P4']	[0, 3, 7]	[0, 3, 7]
32	2.0	0.5	1.0	['D3', 'C4', 'F#4', 'B-4']	['m7', 'M10', 'm13', 'A4', 'd4']	[0, 2, 4, 8]	[10, 0, 2, 6]
32	267/100	0.25	0.5	['D3', 'C4', 'F#4', 'A4']	['m7', 'M10', 'P12', 'A4', 'M6', 'm3']	[0, 2, 5, 8]	[6, 9, 0, 2]
33	1.0	1.0	1.5	['G2', 'D3', 'B-3', 'G4']	['P5', 'm10', 'P15', 'm6', 'P11', 'M6']	[0, 3, 7]	[7, 10, 2]
33	2.0	0.5	1.5	['D2', 'G3', 'B-3', 'D4']	['P11', 'm13', 'P15', 'm3', 'P5', 'M3']	[0, 3, 7]	[7, 10, 2]
34	1.0	1.0	1.5	['G1', 'G3', 'B-3', 'D4']	['P15', 'm17', 'P19', 'm3', 'P5', 'M3']	[0, 3, 7]	[7, 10, 2]
34	2.0	0.5	1.5				
